name,phone,full_address,district,city,province,postal_code,reviews_score,reviews_amount,latitude,longitude,googlemaps_link
ANUGRAH JAYA TEKNIK,6281325737677,"Jl. K.H. Agus Salim No.49 kav 19, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,3.7,3,-6.9827942,110.3457538,"https://www.google.com/maps/place/ANUGRAH+JAYA+TEKNIK/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f300549c2837:0xc2bb2efdaa0353c5!8m2!3d-6.9704401!4d110.4296743!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRemQyOXVSblZSUlJBQuABAA!16s%2Fg%2F11wn63wfcl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi  Aluminium Wing,6287767899058,"Ruko, Jl. Bubakan Gg. Baru No.A1214, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.6,110,-6.9827942,110.3457538,"https://www.google.com/maps/place/Toko+Besi+%26+Aluminium+Wing/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f35419439b77:0x241d65a8c3e2f90a!8m2!3d-6.9700517!4d110.4308042!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARlidWlsZGluZ19tYXRlcmlhbHNfbWFya2V04AEA!16s%2Fg%2F1hm3frc36?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Madju,(024) 3543511,"THD, Jl. K.H. Agus Salim No.12 Blok A, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,3.4,7,-6.9827942,110.3457538,"https://www.google.com/maps/place/Toko+Madju/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355c5d0160b:0x9fecd97a92bcdca1!8m2!3d-6.9708328!4d110.4283481!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11f0kw081l?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Hasanudin,(024) 3567070,"Jl. Hasanudin Blok A4 No.9, Panggung Lor, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50176",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50176,4.5,28,-6.9827942,110.3457538,"https://www.google.com/maps/place/Toko+Bangunan+Hasanudin/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4bc7a8a23cf:0xbfde032b2288cb8!8m2!3d-6.9602643!4d110.4106799!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARVkcnlfd2FsbF9zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F1hc36rtnl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
CV. Arden Makmur Abadi,6281390585825,"Jl. Pekojan No.58, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,5.0,2,-6.9827942,110.3457538,"https://www.google.com/maps/place/CV.+Arden+Makmur+Abadi/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f33ff0ca3857:0xb33ce8ef7eb7cc09!8m2!3d-6.9732488!4d110.4282837!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11tdhlbtvn?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB. MAREM BARU,6282134708949,"Jl. Kebonharjo Raya, Tj. Mas, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50174",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50174,4.8,11,-6.9827942,110.3457538,"https://www.google.com/maps/place/TB.+MAREM+BARU/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3d99f8eb647:0x53522c90a5f83cc3!8m2!3d-6.9609959!4d110.4271435!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11p4_3v8lf?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
On Yan,(024) 3541889,"Jl. Pekojan No.51, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.7,37,-6.9827942,110.3457538,"https://www.google.com/maps/place/On+Yan/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355a072ad87:0xb9c32b143769ded3!8m2!3d-6.972941!4d110.428102!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzy7hk74?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Damar Johar,6285643705624,"2CHG335, Jl. Pedamaran, Kauman, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50139,5.0,2,-6.9827942,110.3457538,"https://www.google.com/maps/place/Toko+Damar+Johar/@-6.9827942,110.3457538,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4aa65a890a5:0x89ce0fbe5838b03a!8m2!3d-6.9723687!4d110.4252385!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11g8v433tx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Putra Setia,6281325423330,"2F86P6V, Jl. Parang Baris Raya, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",Kec. Pedurungan,Kota Semarang,Jawa Tengah,50196,4.8,16,-6.9827942,110.3457538,"https://www.google.com/maps/place/TB+Putra+Setia/@-6.9831485,110.3884565,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708ccfed42b81d:0x1a445a00d6c0fcf9!8m2!3d-6.9831485!4d110.4605543!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11cs2wpnf1?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB SUMBER MAJU,(024) 3515054,"2CM4F3C, Jalan Brotojoyo Barat ll Rt 6 Rw 3 No 4, Panggung Kidul, Semarang Utara, Jl. Brotojoyo Bar. III No.18, Panggung Kidul, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50178",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50178,4.4,39,-6.9667647,110.3332384,"https://www.google.com/maps/place/TB+SUMBER+MAJU/@-6.9667647,110.3332384,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4b79d2a9013:0x70c922b95660cf7b!8m2!3d-6.9667647!4d110.4053362!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1pztqcbk1?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Hateha,(024) 3545966,"JL. Mlaten Trenggulun 16 RT 00713, Semarang, 50126, Mlatibaru, Semarang Timur, Semarang City, Central Java 50122",Semarang Timur,Semarang City,Central Java,50122,4.5,4,-6.9682769,110.3627456,"https://www.google.com/maps/place/TB+Hateha/@-6.9682769,110.3627456,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f351b36752b7:0xc7274893571dbe5d!8m2!3d-6.9682769!4d110.4348434!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hc573ft9?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB ADIL,6285102103939,"Jl. Tentara Pelajar, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah 50256",Kec. Candisari,Kota Semarang,Jawa Tengah,50256,4.4,186,-6.9682769,110.3627456,"https://www.google.com/maps/place/TB+ADIL/@-6.9682769,110.3627456,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708c88cde4ffeb:0x43a95b0b9140b511!8m2!3d-7.0104161!4d110.4403019!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzsd9rc2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB. Melati,628122910300,"Jl. Mayjend Sutoyo No.1020, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,4.6,15,-6.9858703,110.3461396,"https://www.google.com/maps/place/TB.+Melati/@-6.9858703,110.3461396,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b4532365c05:0xb0c9547a3f488a3a!8m2!3d-6.9858703!4d110.4182374!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1hm5sbrjk?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Pattimura,(024) 3517925,"2CJM68X, Jl. Pattimura 20, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.3,44,-6.9693874,110.3612563,"https://www.google.com/maps/place/Toko+Pattimura/@-6.9693874,110.3612563,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3515ed0e305:0x8f52c6ac97b464a4!8m2!3d-6.9693874!4d110.4333541!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOTE9XOVRUblpuUlJBQuABAA!16s%2Fg%2F1hm2j4q2x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pasar Bangunan,628112674402,"Jl. Wolter Monginsidi No.117, Bangetayu Wetan, Kec. Genuk, Kota Semarang, Jawa Tengah 50115",Kec. Genuk,Kota Semarang,Jawa Tengah,50115,4.9,1394,-6.979766,110.4083242,"https://www.google.com/maps/place/Pasar+Bangunan/@-6.979766,110.4083242,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708d2ece1c0e83:0x8a3a790a4eba4c08!8m2!3d-6.979766!4d110.480422!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARlidWlsZGluZ19tYXRlcmlhbHNfbWFya2V04AEA!16s%2Fg%2F11c6f0f1_f?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sumber Jaya Toko,(024) 3558690,"Jl. Kauman No.56, Bangunharjo, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50139,5.0,1,-6.979766,110.4083242,"https://www.google.com/maps/place/Sumber+Jaya+Toko/@-6.979766,110.4083242,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4ab177cb1cf:0x8b9db4cd42b19a67!8m2!3d-6.9743873!4d110.4225175!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzrbz4_r?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi Tjandra,6281226221440,"Jl. Pekojan No.13, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.4,7,-6.9743873,110.3504197,"https://www.google.com/maps/place/Toko+Besi+Tjandra/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f34a163ecfa9:0xbcc227e0a2ca94fb!8m2!3d-6.9720915!4d110.4279078!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11kb0x7w7z?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangun Jaya,(024) 6580944,"Jl. Hayam Wuruk No.42d, Pleburan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50241",Kec. Semarang Sel.,Kota Semarang,Jawa Tengah,50241,5.0,3,-6.9743873,110.3504197,"https://www.google.com/maps/place/Toko+Bangun+Jaya/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708c9fe1bc0cbd:0xda768859fb76ca61!8m2!3d-6.9959253!4d110.4250458!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzw4680d?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Melati,(024) 8415033,"Jl. Kyai Saleh kel No.29, Randusari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50244",Kec. Semarang Sel.,Kota Semarang,Jawa Tengah,50244,4.5,21,-6.9743873,110.3504197,"https://www.google.com/maps/place/TB+Melati/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b453176ea53:0x4035803cffda2ac2!8m2!3d-6.9876653!4d110.4138393!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11dxs3wcvt?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Naga Sakti Teknik,6283842650660,"Jl. K.H. Agus Salim No.49 kavling 3, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50138",Semarang Tengah,Semarang City,Central Java,50138,4.4,65,-6.9743873,110.3504197,"https://www.google.com/maps/place/Naga+Sakti+Teknik/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0x4860b16f823b2a89!8m2!3d-6.9701836!4d110.4303032!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1hm39947n?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi Alfa Jaya,628112784226,"Jl. Citarum No.58, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.6,35,-6.9743873,110.3504197,"https://www.google.com/maps/place/Toko+Besi+Alfa+Jaya/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f352278f317d:0xcd5489a1464600e6!8m2!3d-6.9697818!4d110.4358852!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARlidWlsZGluZ19tYXRlcmlhbHNfbWFya2V0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEyTm1WZlZsTjNFQUXgAQA!16s%2Fg%2F11bz_3myc1?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB. Sembodo,6281215565568,"Jl. MT. Haryono No.694, RW.02, Karangkidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50136,4.0,28,-6.9743873,110.3504197,"https://www.google.com/maps/place/TB.+Sembodo/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708dac7c64ce43:0x7752487c445297e2!8m2!3d-6.9858897!4d110.4317671!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11h890tyg0?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"UD. JAYA , Toko Besi , Cat  Alat Listrik",(024) 3550942,"Jl. Kebonharjo Raya No.2, RT.05RW.05, Tj. Mas, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50174",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50174,4.4,28,-6.9743873,110.3504197,"https://www.google.com/maps/place/UD.+JAYA+,+Toko+Besi+,+Cat+%26+Alat+Listrik/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f358ad76e3c7:0xc6ed6d84e5d0a977!8m2!3d-6.9600202!4d110.4268715!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11bz_0bscq?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Sutikno,(024) 8451392,"Jl. Sumbing No.321, RT.006RW.05, Lempongsari, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50231",Kec. Gajahmungkur,Kota Semarang,Jawa Tengah,50231,4.4,66,-6.9743873,110.3504197,"https://www.google.com/maps/place/Toko+Bangunan+Sutikno/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b6852e0ae3d:0xe6239869d8569938!8m2!3d-6.9965253!4d110.4128288!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzx7_1kh?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Mustika Jaya,(024) 3519544,"Jalan Letjen Jl. MT. Haryono No.396, Karangturi, Jagalan, Semarang Tengah, Semarang City, Central Java 50124",Semarang Tengah,Semarang City,Central Java,50124,4.2,21,-6.9743873,110.3504197,"https://www.google.com/maps/place/Toko+Mustika+Jaya/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708c9949d942d9:0xdf9c116f048f8051!8m2!3d-6.9779956!4d110.4314127!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1pp2t_l_5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TokoHasil,628113536689,"Jl. Patimura No.5 Blok 21, Kebonagung, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50123",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50123,4.6,227,-6.9743873,110.3504197,"https://www.google.com/maps/place/TokoHasil/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3515634bd65:0x7ff014d0e16c23c9!8m2!3d-6.9698979!4d110.4327188!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARFmYXN0ZW5lcl9zdXBwbGllcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSS09HOVRSVEJuUlJBQuABAA!16s%2Fg%2F1hm4n6fmw?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
PD Intersales,(024) 3544308,"2CJCFPM, Jl. Kolonel Sugiono, Dadapsari, Semarang, Kota Semarang, Jawa Tengah 50173",Semarang,Kota Semarang,Jawa Tengah,50173,4.8,5,-6.9743873,110.3504197,"https://www.google.com/maps/place/PD+Intersales/@-6.9743873,110.3504197,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4a916742023:0x9aa99554bd80d3d4!8m2!3d-6.9687944!4d110.4218099!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1ydpgc_9k?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Combo Putra,6285357472345,"Jl. Trunojoyo X No.2, Padangsari, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50267",Kec. Banyumanik,Kota Semarang,Jawa Tengah,50267,4.5,1063,-7.0718471,110.351682,"https://www.google.com/maps/place/Toko+Bangunan+Combo+Putra/@-7.0718471,110.351682,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70894c93cfe3c3:0xc685bad895a17ade!8m2!3d-7.0718471!4d110.4237798!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARtidWlsZGluZ19tYXRlcmlhbHNfc3VwcGxpZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnhNR1JtZUdkQlJSQULgAQA!16s%2Fg%2F1hm5t7r62?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
S Plus Semarang,(024) 3580178,"Jl. Pekojan No.49, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,23,-6.9729545,110.356055,"https://www.google.com/maps/place/S+Plus+Semarang/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3550ee9d763:0xeb218091fb5bfb4a!8m2!3d-6.9729545!4d110.4281528!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11c1k4h5br?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
